,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1421,600737,中粮屯河,0.04,134.81,,1.31,,7608.47,135.03,10派0.35,04-12
1422,300400,劲拓股份,0.27,-45.51,,8.64,,3203.89,-0.16,10派0.5,04-12
1423,601515,东风股份,0.67,1.52,,22.44,,74119.72,0.61,10派5.4,04-12
1424,600500,中化国际,0.23,-43.9,,4.25,,48049.98,-43.22,10派1.1,04-12
1425,002531,天顺风能,0.37,-11.9,,14.2,,30321.66,73.38,10派0.5转8,04-12
1426,002049,紫光国芯,0.55,10.23,,12.24,,33548.01,10.23,10派0.56,04-12
1427,300085,银之杰,0.14,23.27,,8.44,,7296.07,163.52,10派0.3转3,04-12
1428,002738,中矿资源,0.4,-20.0,,8.42,,4897.19,9.17,10派1转5,04-12
1429,600448,华纺股份,0.03,-50.0,,1.51,,1253.06,-48.47,,04-12
1430,002122,天马股份,0.04,33.33,,1.0,,4721.3,39.71,10派0.5,04-12
1431,600853,龙建股份,0.04,10.42,,2.5,,1991.47,10.56,10派0.12,04-12
1432,000401,冀东水泥,-1.27,-4996.15,,-15.68,,-171521.94,-5041.92,,04-12
1433,300394,天孚通信,1.44,-4.0,,17.4,,10326.56,16.45,10派5.6转15,04-12
1434,600202,哈空调,0.04,-38.1,,1.62,,1394.87,-38.16,,04-12
1435,600438,通威股份,0.41,0.57,,13.8,,33113.81,0.56,10派1.2送6转4,04-12
1436,600702,沱牌舍得,0.02,-46.85,,0.32,,712.81,-46.76,,04-12
1437,000301,东方市场,0.14,-23.83,,5.0,,16707.84,-25.8,10派0.5,04-12
1438,002130,沃尔核材,1.0,316.67,,34.69,,56987.33,316.98,10派1.1,04-12
1439,603989,艾华集团,0.87,-27.5,,16.52,,22580.23,25.14,10派7,04-12
1440,300341,麦迪电气,0.37,82.29,,11.24,,9475.52,151.97,10派1转10,04-12
1441,601958,金钼股份,0.01,-83.33,,0.26,,3399.19,-82.32,,04-12
1442,600888,新疆众和,0.04,-104.65,,0.77,,2466.97,-104.65,,04-12
1443,000868,安凯客车,0.06,100.0,,3.2,,4023.66,70.95,10派0.2,04-12
1444,603169,兰石重装,0.68,-18.49,,40.44,,64647.26,49.37,,04-12
1445,300124,汇川技术,1.03,21.18,,21.91,,80928.14,21.46,10派4.99939转9.99878,04-12
1446,600768,宁波富邦,-0.4,-2178.95,,-72.83,,-5276.92,-2129.09,,04-12
1447,300334,津膜科技,0.2,-39.39,,5.81,,5289.05,-38.09,,04-12
1448,600227,赤天化,0.02,-103.52,,0.71,,2024.83,-103.52,,04-12
1449,600966,博汇纸业,0.03,-63.91,,0.99,,3854.81,-14.11,,04-12
1450,002177,御银股份,0.09,-48.1,,4.25,,6944.68,-47.39,,04-12
1451,600232,金鹰股份,0.08,14.29,,2.54,,2984.48,16.13,,04-12
1452,603005,晶方科技,0.5,-43.18,,6.95,,11327.53,-42.3,,04-12
1453,000520,长航凤凰,0.12,-97.15,,66.13,,12259.47,-97.15,,04-12
1454,000599,青岛双星,0.09,-18.18,,2.43,,6126.47,5.31,10派0.1,04-12
1455,600151,航天机电,0.14,671.51,,4.34,,17261.55,670.84,10派0.5,04-12
1456,600182,S佳通,0.6,-2.45,,18.23,,20230.46,-3.27,,04-12
1457,002124,天邦股份,0.51,218.75,,17.19,,11026.49,239.62,,04-12
1458,002686,亿利达,0.24,-21.67,,11.66,,9619.6,16.7,10派0.6,04-12
1459,300211,亿通科技,0.07,-41.13,,2.37,,1173.31,11.76,10派0.12转9,04-12
1460,601233,桐昆股份,0.12,0.0,,1.67,,11520.46,3.0,,04-12
1461,002795,永和智控,0.88,1.15,,29.47,0.88,6600.18,1.51,,04-12
1462,002025,航天电器,0.54,-12.9,,12.49,,23331.29,14.7,10派1.8,04-12
1463,002378,章源钨业,-0.17,-213.33,,-8.05,,-15982.66,-345.45,,04-12
1464,603519,立霸股份,0.85,-7.33,,11.09,,6350.03,15.81,10派5转10,04-12
1465,300359,全通教育,0.43,-6.52,,17.45,,9359.56,108.56,10派0.58转15,04-12
1466,002460,赣锋锂业,0.34,41.67,,7.86,,12515.4,45.99,10派1.5转10,04-12
1467,002763,汇洁股份,0.88,7.32,,15.02,,16550.32,24.63,10派3,04-12
1468,002593,日上集团,0.15,-21.05,,2.83,,3503.64,-11.34,10转20派1,04-12
1469,000733,振华科技,0.38,35.71,,5.17,,17651.01,36.93,10派0.3,04-12
1470,000719,大地传媒,0.89,2.3,,12.05,,70316.98,9.58,10派1.8转3,04-12
1471,002111,威海广泰,0.5,38.89,,10.27,,16681.13,50.12,,04-12
1472,600158,中体产业,0.09,-24.71,,5.09,,7759.21,-24.76,,04-12
1473,603701,德宏股份,0.93,8.14,4.72,20.99,1.26,5466.12,7.78,,04-11
1474,002743,富煌钢构,0.27,-37.21,,4.36,,3082.4,-20.78,10派0.53转10,04-11
1475,300418,昆仑万维,0.37,-76.13,,16.67,,40528.84,24.18,10派1.05,04-11
1476,002267,陕天然气,0.53,7.09,,12.43,,58627.17,14.43,10派2,04-11
1477,600251,冠农股份,0.17,-61.05,,6.92,,13114.08,-18.97,10派0.8,04-11
1478,603022,新通联,0.45,-48.45,,7.39,,3226.84,-38.41,10派1.22转15,04-11
1479,000533,万家乐,0.18,0.0,,9.25,,12379.51,-2.64,,04-11
1480,600839,四川长虹,-0.43,-3443.75,,-15.1,,-197586.57,-3457.02,,04-09
1481,000150,宜华健康,0.12,32.89,,3.33,,5161.27,73.07,,04-09
1482,603898,好莱客,0.58,-70.1,,20.17,,16243.97,13.87,10派1.7,04-09
1483,600428,中远航运,0.09,-26.5,,2.21,,14558.14,-26.41,10派0.1,04-09
1484,600616,金枫酒业,0.15,7.14,,4.01,,7757.4,8.72,10派0.5,04-09
1485,300473,德尔股份,1.58,-12.04,,12.52,,13821.41,2.61,10派10,04-09
1486,600525,长园集团,0.51,21.43,,13.1,,48293.9,32.01,10转10派1.35,04-09
1487,002548,金新农,0.33,65.0,,12.31,,10354.76,69.7,10派1.5,04-09
1488,300097,智云股份,0.43,126.32,,9.77,,5369.02,138.73,10派0.15,04-09
1489,600895,张江高科,0.31,10.71,,6.56,,48160.83,10.47,10派1.2,04-09
1490,002372,伟星新材,0.84,-5.62,,21.46,,48441.0,24.93,10派6转3,04-09
1491,300136,信维通信,0.39,69.13,,22.65,,22136.88,250.9,10派0.5转6,04-09
1492,300325,德威新材,0.2,11.11,,7.94,,6323.57,7.58,10派0.4,04-09
1493,600633,浙报传媒,0.51,16.73,,15.16,,61029.69,17.98,10派1.6,04-09
1494,000882,华联股份,0.1,197.01,,3.66,,22089.23,197.22,10派0.64,04-09
1495,002441,众业达,0.39,-57.14,,7.97,,18137.67,-14.32,10派1.1,04-09
1496,002415,海康威视,1.46,24.79,,35.28,,586904.96,25.8,10派7送3转2,04-09
1497,000906,物产中拓,0.25,13.64,,6.78,,8615.0,16.58,10派0.6,04-09
1498,600375,*ST星马,-1.7,150.0,,-30.48,,-94299.64,150.55,,04-09
1499,600403,大有能源,-0.54,-1180.0,,-14.07,,-128832.6,-1265.2,,04-09
1500,600861,北京城乡,0.34,5.73,,4.73,,10807.44,5.74,10派1.5,04-09
1501,000682,东方电子,0.05,13.5,,3.37,,5020.96,13.69,,04-09
1502,300303,聚飞光电,0.16,-74.6,,9.11,,10236.82,-42.78,10派0.5,04-09
1503,600425,青松建化,-0.49,-12350.0,,-13.78,,-68079.86,-10667.51,,04-09
1504,600498,烽火通信,0.64,14.29,,9.83,,65737.78,21.7,10派3.4,04-09
1505,300011,鼎汉技术,0.5,29.69,,13.55,,26285.13,50.44,10派0.6,04-09
1506,002034,美欣达,0.47,-335.0,,8.58,,3923.55,-337.82,,04-09
1507,603100,川仪股份,0.39,-17.02,,8.7,,15288.23,-4.11,10派1.2,04-09
1508,000548,湖南投资,0.04,0.0,,1.27,,1887.19,5.62,,04-09
1509,002443,金洲管道,0.18,20.0,,4.89,,9536.42,21.58,10派1,04-09
1510,300156,神雾环保,0.45,309.09,,10.8,,18121.17,497.15,10派1转15,04-09
1511,601801,皖新传媒,0.85,11.84,,14.22,,77276.62,11.31,10派2.6转10,04-09
1512,300389,艾比森,0.8,-65.02,,15.07,,12553.48,-20.97,10派2转10,04-09
1513,000600,建投能源,1.14,-13.63,,20.89,,204441.93,0.06,10派4.5,04-09
1514,002248,华东数控,-0.69,-6986.0,,-21.69,,-21175.31,-5543.17,,04-09
1515,000953,河池化工,-0.36,-700.5,,-57.5,,-10701.35,-700.04,,04-09
1516,000797,中国武夷,0.33,13.79,,10.89,,12763.34,12.4,,04-09
1517,002348,高乐股份,0.12,21.92,,4.66,,5585.58,21.96,,04-09
1518,000150,宜华健康,0.12,32.89,,3.33,,5161.27,73.07,,04-09
1519,603898,好莱客,0.58,-70.1,,20.17,,16243.97,13.87,,04-09
1520,600428,中远航运,0.09,-26.5,,2.21,,14558.14,-26.41,10派0.1,04-09
1521,600839,四川长虹,-0.43,-3443.75,,-15.1,,-197586.57,-3457.02,,04-09
1522,600525,长园集团,0.51,21.43,,13.1,,48293.9,32.01,10转10派1.35,04-09
1523,600616,金枫酒业,0.15,7.14,,4.01,,7757.4,8.72,10派0.5,04-09
1524,300473,德尔股份,1.58,-12.04,,12.52,,13821.41,2.61,,04-09
1525,002372,伟星新材,0.84,-5.62,,21.46,,48441.0,24.93,,04-09
1526,300136,信维通信,0.39,69.13,,22.65,,22136.88,250.9,,04-09
1527,002548,金新农,0.33,65.0,,12.31,,10354.76,69.7,,04-09
1528,300097,智云股份,0.43,126.32,,9.77,,5369.02,138.73,,04-09
1529,600895,张江高科,0.31,10.71,,6.56,,48160.83,10.47,10派1.2,04-09
1530,600375,*ST星马,-1.7,150.0,,-30.48,,-94299.64,150.55,,04-09
1531,600403,大有能源,-0.54,-1180.0,,-14.07,,-128832.6,-1265.2,,04-09
1532,603828,柯利达,0.47,-53.92,,5.91,,5514.77,-40.1,,04-09
1533,300325,德威新材,0.2,11.11,,7.94,,6323.57,7.58,,04-09
1534,600633,浙报传媒,0.51,16.73,,15.16,,61029.69,17.98,10派1.6,04-09
1535,000882,华联股份,0.1,197.01,,3.66,,22089.23,197.22,10派0.64,04-09
1536,002441,众业达,0.39,-57.14,,7.97,,18137.67,-14.32,,04-09
1537,002415,海康威视,1.46,24.79,,35.28,,586904.96,25.8,10派7送3,04-09
1538,000906,物产中拓,0.25,13.64,,6.78,,8615.0,16.58,10派0.6,04-09
1539,002566,益盛药业,0.03,-88.62,,0.63,,1091.15,-88.68,,04-08
1540,603698,航天工程,0.73,-14.12,,14.45,,29596.44,5.11,10派2.16,04-08
1541,000998,隆平高科,0.49,34.84,,23.01,,49106.7,35.65,10派2,04-08
1542,600410,华胜天成,0.08,-45.02,,2.22,,5177.02,-45.58,10派0.5转4,04-08
1543,300357,我武生物,0.73,17.74,,21.98,,11782.0,18.35,10派3.5,04-08
1544,603778,乾景园林,1.56,15.56,,18.99,,9332.51,14.8,10派0.96转15,04-08
1545,600325,华发股份,0.84,6.33,,9.29,,70801.42,9.48,10派1.5,04-08
1546,000856,*ST冀装,-0.89,134.21,,-60.2,,-20310.99,134.88,,04-08
1547,603021,山东华鹏,0.52,-28.77,,8.01,,5008.64,-13.46,10派2,04-08
1548,000831,*ST五稀,-0.41,612.28,,-17.38,,-39782.0,612.96,,04-08
1549,600267,海正药业,0.01,-97.14,,0.19,,1356.67,-95.59,10派0.7,04-08
1550,002453,天马精化,0.04,-33.33,,2.11,,2535.41,-30.02,10派0.13,04-08
1551,000702,正虹科技,0.02,-81.25,,1.03,,488.33,-81.24,,04-08
1552,600153,建发股份,0.93,-1.06,,14.54,,264135.04,5.35,10派1,04-08
1553,603456,九洲药业,0.96,21.52,,11.63,,20007.93,50.12,10派3转10,04-08
1554,000428,华天酒店,0.02,-114.29,,0.76,,1282.61,-112.98,,04-08
1555,600460,士兰微,0.03,-76.92,,1.67,,3987.62,-75.74,10派0.1,04-08
1556,300195,长荣股份,0.58,-47.27,,7.24,,16477.09,-6.03,,04-08
1557,300294,博雅生物,0.66,-51.82,,16.23,,15179.87,45.71,10派2,04-08
1558,002442,龙星化工,-0.17,-648.56,,-7.52,,-8243.2,-649.44,,04-08
1559,002552,宝鼎科技,0.01,-80.0,,0.53,,429.3,-69.88,10派0.1,04-08
1560,000702,正虹科技,0.02,-81.25,,1.03,,488.33,-81.24,,04-08
1561,600153,建发股份,0.93,-1.06,,14.54,,264135.04,5.35,10派1,04-08
1562,603456,九洲药业,0.96,21.52,,11.63,,20007.93,50.12,10派3转10,04-08
1563,000428,华天酒店,0.02,-114.29,,0.76,,1282.61,-112.98,,04-08
1564,002442,龙星化工,-0.17,-648.56,,-7.52,,-8243.2,-649.44,,04-08
1565,002552,宝鼎科技,0.01,-80.0,,0.53,,429.3,-69.88,10派0.1,04-08
1566,000799,酒鬼酒,0.27,-190.87,,5.17,,8856.96,-190.86,,04-08
1567,600460,士兰微,0.03,-76.92,,1.67,,3987.62,-75.74,10派0.1,04-08
1568,300195,长荣股份,0.58,-47.27,,7.24,,16477.09,-6.03,,04-08
1569,300294,博雅生物,0.66,-51.82,,16.23,,15179.87,45.71,10派2,04-08
1570,300181,佐力药业,0.15,-54.55,,7.64,,8477.3,-17.84,10派0.7,04-08
1571,603766,隆鑫通用,0.95,25.0,,17.37,,77025.89,26.2,,04-08
1572,000631,顺发恒业,0.22,-60.71,,9.02,,32688.44,-44.08,10派1送3.8转1,04-08
1573,300242,明家联合,0.26,420.0,,11.14,,5533.76,1250.15,10派0.18,04-08
1574,002574,明牌珠宝,0.12,-68.42,,2.01,,6129.86,-69.3,10派0.5,04-08
1575,603969,银龙股份,0.33,-62.5,,9.51,,12845.84,-2.22,,04-08
1576,300490,华自科技,0.6,1.69,,13.55,,4521.7,2.57,10派2转10,04-08
1577,002273,水晶光电,0.37,-7.5,,7.72,,14917.08,-2.51,10派1转5,04-08
1578,600459,贵研铂业,0.25,-24.24,,3.62,,6395.03,-25.14,,04-08
1579,002042,华孚色纺,0.4,100.0,,9.46,,33593.25,99.4,,04-08
1580,002013,中航机电,0.53,0.0,,9.93,,48920.64,28.09,,04-08
1581,600517,置信电气,0.33,43.48,,14.55,,44357.61,55.33,,04-08
1582,600818,中路股份,0.16,300.0,,11.6,,5192.71,266.32,,04-08
1583,300212,易华录,0.37,-16.33,,9.16,,12492.22,-13.05,10派1,04-08
1584,600674,川投能源,0.88,-46.91,,22.66,,387291.6,11.39,10派2.7,04-08
1585,601116,三江购物,0.16,-38.87,,4.24,,6710.03,-38.89,,04-08
1586,002300,太阳电缆,0.4,8.11,,14.57,,18109.99,8.78,10派2送2,04-08
1587,000016,深康佳A,-0.52,-1294.28,,-36.3,,-125681.93,-2488.32,,04-08
1588,002508,老板电器,1.73,-3.89,,29.1,,83049.12,44.58,10派6转5,04-08
1589,600894,广日股份,2.49,206.88,,39.86,,214472.3,217.89,,04-08
1590,002778,高科石化,0.53,1.92,,9.2,,3536.44,0.95,,04-08
1591,002326,永太科技,0.18,-45.45,,8.22,,14426.5,73.1,,04-08
1592,600439,瑞贝卡,0.15,-9.7,,6.11,,14138.82,-9.56,10派0.5,04-08
1593,600729,重庆百货,0.9,-25.62,,7.88,,36736.52,-25.28,10派2.8,04-07
1594,603029,天鹅股份,0.57,-17.39,7.23,8.26,0.41,3992.41,-16.87,,04-07
1595,300420,五洋科技,0.28,-46.15,,5.48,,2169.72,-29.96,,04-07
1596,600000,浦发银行,2.67,5.71,15.29,18.82,19.24,5060400.0,7.61,10派5.15转1,04-07
1597,600979,广安爱众,0.22,-227.82,,10.51,,15535.32,-227.78,,04-07
1598,600162,香江控股,0.33,-1.65,,12.05,,38971.75,52.12,10转5派0.9,04-07
1599,000063,中兴通讯,0.78,1.3,7.15,12.28,1.78,320788.5,21.81,10派2.5,04-07
1600,600694,大商股份,2.25,-46.17,,10.66,,66211.17,-46.07,10派4.6,04-07
1601,300424,航新科技,0.59,-27.16,,10.32,,7220.34,-10.74,10派0.25,04-07
1602,300041,回天新材,0.47,-26.87,,7.07,,8385.21,-23.46,10派1.5转10,04-07
1603,002671,龙泉股份,0.06,-83.78,,1.71,,2571.57,-84.45,10派0.1,04-07
1604,600735,新华锦,0.1,-54.78,,5.85,,3915.27,-32.16,,04-07
1605,002307,北新路桥,0.06,20.0,,2.43,,3364.79,11.91,,04-07
1606,300187,永清环保,0.55,103.7,,10.39,,11289.64,106.72,10转20派0.3,04-07
1607,300174,元力股份,0.23,280.87,,5.73,,3087.82,280.82,10派1,04-06
1608,002363,隆基机械,0.19,26.67,,4.18,,5552.85,22.32,10派0.2,04-06
1609,000819,岳阳兴长,0.2,13.87,,7.47,,4860.41,19.79,10派0.5转0.5,04-06
1610,000710,天兴仪表,-0.09,-289.14,,-10.53,,-1300.87,-289.13,,04-06
1611,002623,亚玛顿,0.34,41.67,,2.56,,5456.35,44.26,10派0.4,04-06
1612,300235,方直科技,0.14,0.0,,6.55,,2222.81,-1.31,10派0.6,04-06
1613,002430,杭氧股份,0.17,6.25,,4.0,,14410.54,6.39,10派0.3,04-06
1614,600261,阳光照明,0.26,-13.33,,13.3,,37164.94,29.0,10派1.5,04-06
1615,000929,兰州黄河,0.37,-11.66,,9.56,,6882.16,-11.66,,04-06
1616,300257,开山股份,0.21,-72.37,,5.27,,17596.23,-46.36,,04-06
1617,600017,日照港,0.1,-46.24,,3.0,,30815.85,-46.17,,04-06
1618,300049,福瑞股份,0.35,-50.0,5.09,8.29,,9168.52,5.1,10派1,04-06
1619,002215,诺普信,0.25,-10.71,,14.26,,23086.26,18.71,10派1,04-06
1620,600487,亨通光电,0.46,-46.83,,13.12,,57281.58,66.44,,04-06
1621,002509,天广中茂,0.23,-17.86,,6.85,,10524.12,-12.48,10送2转10派0.5,04-06
1622,300267,尔康制药,0.66,4.76,,29.02,,60457.87,109.71,,04-06
1623,002750,龙津药业,0.32,-75.21,,12.02,,6180.11,-2.79,10转7.8派1送2.2,04-06
1624,600917,重庆燃气,0.24,-4.0,,11.13,,37490.14,4.26,,04-06
1625,300069,金利华电,0.09,-30.77,,2.17,,1054.74,-32.81,,04-05
1626,600406,国电南瑞,0.53,0.0,,17.09,,129921.66,1.26,10派2.7,04-05
1627,600639,浦东金桥,0.47,1.71,,6.35,,47151.95,9.72,10派1.4,04-05
1628,002516,旷达科技,0.4,-40.34,,12.55,,25130.46,49.13,,04-05
1629,600219,南山铝业,0.21,-55.32,,2.48,,56028.39,-38.63,,04-05
1630,002164,宁波东力,0.03,-40.0,,1.02,,1115.26,-53.24,,04-05
1631,600653,申华控股,0.03,-126.6,,2.88,,5298.45,-126.63,,04-05
1632,600161,天坛生物,0.02,-92.0,,0.51,,997.72,-92.23,,04-05
1633,603377,东方时尚,0.89,1.14,,47.86,,32908.0,0.86,,04-05
1634,600066,宇通客车,1.6,-9.6,,30.19,,353521.59,35.31,10派15,04-05
1635,300112,万讯自控,0.05,-44.44,,2.3,,1271.85,-44.35,,04-05
1636,000826,启迪桑德,1.1,15.29,,16.53,,93073.96,15.77,,04-05
1637,300107,建新股份,0.04,-71.33,,2.64,,2315.07,-42.95,,04-05
1638,000572,海马汽车,0.1,-23.77,,2.23,,16246.08,-23.78,10派0.5,04-02
1639,000561,烽火电子,0.13,116.67,,7.8,,7646.27,103.8,,04-02
1640,000701,厦门信达,0.31,-43.64,,5.26,,10924.73,-32.24,10派0.55,04-02
1641,001896,豫能控股,0.65,51.2,,15.54,,55990.83,51.18,,04-02
1642,002684,猛狮科技,0.01,-90.0,,0.38,,278.36,-74.05,,04-02
1643,002029,七匹狼,0.36,-5.26,,5.57,,27303.08,-5.43,10派1,04-02
1644,300306,远方光电,0.23,-69.33,,5.28,,5574.06,-38.31,10派1,04-02
1645,000716,黑芝麻,0.48,97.11,,7.71,,14913.82,139.62,10派1转10,04-02
1646,002598,山东章鼓,0.18,-28.03,,7.36,,5472.47,-28.04,10派2,04-02
1647,300051,三五互联,-0.24,-1300.0,,-14.16,,-7974.52,-1534.13,,04-02
1648,300076,GQY视讯,0.02,-77.78,,0.46,,489.96,-74.96,,04-02
1649,002057,中钢天源,0.08,-15.85,,3.25,,1640.81,-15.9,10派0.1,04-02
1650,002502,骅威文化,0.35,191.67,,6.5,,12034.87,250.31,,04-01
1651,601018,宁波港,0.2,-9.09,,8.19,0.2,255399.8,-9.39,10派0.85,04-01
1652,601288,农业银行,0.55,0.0,3.48,16.79,2.53,18058200.0,0.62,10派1.668,04-01
1653,000829,天音控股,-0.24,-1300.0,,-10.89,,-22749.36,-1341.24,,04-01
1654,002587,奥拓电子,0.06,-80.0,,3.56,,2141.61,-68.18,10派0.298313,04-01
1655,600037,歌华有线,0.59,10.73,,8.99,,67276.08,18.29,10派1.8,04-01
1656,000911,南宁糖业,0.19,-119.0,,4.41,,5985.34,-120.88,,04-01
1657,002499,科林环保,0.15,87.5,,4.03,,2763.39,156.8,10派0.8,04-01
1658,000951,中国重汽,0.66,-35.92,,6.21,,27851.99,-35.42,10派2转6,04-01
1659,000037,*ST南电A,-1.05,90.91,,-66.58,,-63462.37,92.01,,04-01
1660,300050,世纪鼎利,0.46,130.0,,5.7,,11443.36,160.92,10派1.5转10,04-01
1661,000927,一汽夏利,0.01,-101.09,,1.18,,1805.19,-101.09,,04-01
1662,002364,中恒电气,0.27,-44.9,,13.54,,14347.83,14.14,10派0.3,04-01
1663,000755,山西三维,-1.08,-961.97,,-33.87,,-50522.33,-962.26,,04-01
1664,300074,华平股份,0.06,-32.45,,3.25,,3350.5,8.05,,04-01
1665,002345,潮宏基,0.3,15.38,,10.27,,25532.69,15.68,10派1,04-01
1666,300371,汇中股份,0.56,-28.21,,13.84,,6715.79,-9.68,10派1.7,04-01
1667,002156,通富微电,0.21,8.37,,4.5,,14732.54,21.93,10派0.3转3,04-01
1668,603869,北部湾旅,0.35,9.38,,10.51,,7135.62,37.52,10派1,04-01
1669,000800,一汽轿车,0.03,-67.2,,0.61,,5294.81,-67.17,10派0.43,04-01
1670,002158,汉钟精机,0.56,-19.96,,10.78,,15671.29,-14.53,10派2转8,04-01
1671,000949,新乡化纤,0.13,33.0,,5.64,,13830.84,52.72,10派0.3,04-01
1672,601988,中国银行,0.56,-8.2,4.09,14.53,,17084500.0,0.74,10派1.75,03-31
1673,000880,潍柴重机,0.11,-35.29,,2.36,,2992.76,-35.38,,03-31
1674,601158,重庆水务,0.32,6.67,,11.65,,155156.46,7.0,10派2.6,03-31
1675,300062,中能电气,0.13,-35.0,,2.66,,2035.62,-32.95,,03-31
1676,002115,三维通信,0.05,36.28,,2.05,,1898.57,36.25,,03-31
1677,600300,维维股份,0.06,-50.0,,3.83,,10150.48,-49.41,10派0.3,03-31
1678,600819,耀皮玻璃,-0.39,-750.0,,-12.19,,-36426.72,-782.74,,03-31
1679,300239,东宝生物,0.03,17.41,,1.47,,588.96,20.49,10派0.3转10,03-31
1680,601968,宝钢包装,0.12,-42.86,,5.12,,8734.81,-32.09,,03-31
1681,600693,东百集团,0.12,-72.59,,2.96,,4937.3,-66.24,10转10,03-31
1682,600133,东湖高新,0.22,-51.96,,8.79,,14200.92,-51.97,,03-31
1683,002497,雅化集团,0.12,-73.94,,5.42,,11853.18,-47.89,10派0.6,03-31
1684,002543,万和电气,0.73,19.55,,11.65,,31909.87,19.56,10派2.5,03-31
1685,601919,中国远洋,0.03,-25.0,,1.16,,28339.11,-21.83,,03-31
1686,601588,北辰实业,0.18,12.5,,5.52,,61197.19,15.29,10派0.6,03-31
1687,600258,首旅酒店,0.43,-10.99,,8.44,,10013.03,-10.97,10派1.5,03-31
1688,600366,宁波韵升,0.66,71.99,,10.65,,34062.06,72.0,,03-31
1689,000157,中联重科,0.01,-87.5,,0.21,,8346.74,-85.95,10派1.5,03-31
1690,002153,石基信息,1.17,-5.65,,17.47,,36099.57,-5.51,10派1.2转20,03-31
1691,000791,甘肃电投,0.04,-83.65,,0.89,,3244.33,-83.64,10派0.2,03-31
1692,000045,深纺织A,0.02,-109.09,,0.39,,849.72,-107.48,,03-31
1693,600468,百利电气,0.04,-65.54,,2.64,,1674.02,-65.54,,03-31
1694,601107,四川成渝,0.33,2.75,,8.2,,99568.04,2.73,10派0.8,03-31
1695,600885,宏发股份,0.89,9.88,,16.64,,47230.24,9.87,10派2,03-31
1696,002455,百川股份,0.13,-43.48,,7.45,,6012.65,9.67,10派1,03-31
1697,002428,云南锗业,0.09,-52.63,,3.89,,6106.91,-51.25,10派0.3,03-31
1698,300133,华策影视,0.48,-22.58,,11.92,,47548.14,21.9,10派0.44转6,03-31
1699,600844,丹化科技,-0.04,-275.89,,-3.68,,-3066.78,-275.94,,03-31
1700,300145,中金环境,1.08,42.11,,16.33,,28383.41,44.27,10派1转10,03-31
1701,600373,中文传媒,0.78,14.3,,11.54,,105795.52,30.75,,03-31
1702,002595,豪迈科技,0.81,-35.71,,23.57,,64445.66,28.32,10派2.5,03-31
1703,002067,景兴纸业,0.01,0.0,,0.4,,1163.78,2.08,,03-31
1704,300317,珈伟股份,0.48,730.31,,10.05,,13691.6,1574.76,10派0.2,03-31
1705,000978,桂林旅游,0.08,-27.19,,2.03,,2988.8,-27.48,10派0.5,03-31
1706,600630,龙头股份,0.19,26.67,,4.86,,8092.12,27.51,10派0.58,03-31
1707,600684,珠江实业,0.4,5.26,,13.14,,28679.07,6.53,,03-31
1708,000606,*ST易桥,-0.34,37.66,,-22.01,,-15911.59,37.66,,03-31
1709,600649,城投控股,1.21,83.33,,19.57,,361195.15,83.49,,03-31
1710,002721,金一文化,0.24,-41.46,,8.5,,15263.19,121.56,10派0.4,03-31
1711,600887,伊利股份,0.76,-43.7,,23.87,,463179.18,11.76,10派4.5,03-31
1712,603726,朗迪集团,0.86,-10.42,6.25,14.85,1.08,6139.29,-9.6,,03-31
1713,600837,海通证券,1.48,85.0,,17.56,,1583885.09,105.42,10派4.5,03-31
1714,000425,徐工机械,0.01,-96.5,,0.24,,5059.82,-87.76,,03-31
1715,000795,英洛华,-0.14,-450.0,,-5.2,,-5795.43,-573.44,10转10,03-31
1716,600058,五矿发展,-3.69,-1981.53,,-59.36,,-395300.4,-1981.97,,03-31
1717,600061,国投安信,1.33,13200.0,,19.75,,452259.27,72829.44,,03-31
1718,002238,天威视讯,0.53,-2.0,,11.36,,27223.16,26.69,10派2转2,03-31
1719,601126,四方股份,0.42,-50.0,,9.69,,34411.6,0.98,,03-31
1720,002365,永安药业,0.09,-44.59,,1.58,,1761.26,-44.48,10派0.3,03-31
1721,002083,孚日股份,0.34,325.0,,10.77,,31079.64,325.04,10派2,03-31
1722,600716,凤凰股份,-0.1,-149.41,,-3.65,,-7478.3,-149.41,,03-31
1723,002292,奥飞娱乐,0.39,-42.65,,17.46,,48904.0,14.26,10派0.4,03-31
1724,300003,乐普医疗,0.64,23.08,,15.62,,52089.06,23.09,10派1.6转10,03-31
1725,300425,环能科技,0.34,-66.0,,7.51,,5218.57,-3.32,,03-31
1726,603020,爱普股份,1.19,-7.72,,11.82,,17843.48,15.35,10派8转10,03-31
1727,002140,东华科技,0.4,-32.2,,9.38,,17907.34,-31.95,10派0.5,03-31
1728,002079,苏州固锝,0.03,-46.55,,1.79,,2283.38,-46.29,10派0.2,03-31
1729,600029,南方航空,0.39,116.67,,10.33,,385100.0,117.2,10派0.8,03-31
1730,603901,永创智能,0.4,-59.6,,11.97,,7620.22,2.72,,03-31
1731,601111,中国国航,0.55,77.42,,11.84,,677400.8,79.09,10派1.07,03-31
1732,002612,朗姿股份,0.37,-38.94,,3.25,,7445.64,-38.58,10派2转10,03-31
1733,002490,山东墨龙,-0.33,-1200.0,,-10.12,,-25956.5,-1382.87,,03-31
1734,600236,桂冠电力,0.54,108.5,,29.99,,256918.65,333.39,10派3,03-31
