,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
735,002387,黑牛食品,-0.03,-49.49,,-1.94,,-1398.35,-24.51,,04-29
736,601258,庞大集团,0.01,0.0,,0.31,,3817.61,5.39,,04-29
737,002202,金风科技,0.14,46.7,,2.19,,37051.26,48.94,,04-29
738,600896,中海海盛,-0.09,-137.5,,-0.04,,-5124.81,-136.51,,04-29
739,000526,紫光学大,-0.01,-136.0,,-0.43,,-60.96,-136.17,,04-29
740,002174,游族网络,0.38,0.0,,4.74,,11032.55,5.82,,04-29
741,000633,*ST合金,-0.03,105.65,,-6.5,,-980.84,104.87,,04-29
742,002329,皇氏集团,0.02,-55.91,,0.63,,1622.97,37.61,,04-29
743,600831,广电网络,0.09,11.25,,2.59,,4999.4,11.31,,04-29
744,600706,曲江文旅,0.08,166.67,,,,1364.21,156.93,,04-29
745,600365,通葡股份,0.01,0.0,,0.28,,195.45,-26.88,,04-29
746,002541,鸿路钢构,0.13,1.37,,1.33,,3370.75,1.37,,04-29
747,600432,*ST吉恩,-0.12,29.03,3.15,-3.82,,-19585.33,31.35,,04-29
748,600538,国发股份,-0.01,-0.0,,-0.94,,-638.45,80.25,,04-29
749,000700,模塑科技,0.19,-15.31,,2.85,,6924.12,-6.69,,04-29
750,002384,东山精密,0.02,0.0,,0.68,,1830.58,49.72,,04-29
751,601555,东吴证券,0.12,-47.83,,1.83,,34227.03,-44.23,,04-29
752,601515,东风股份,0.18,-14.29,,5.45,,20136.14,-13.19,,04-29
753,600499,科达洁能,0.19,1.05,,3.24,,13550.3,2.55,,04-29
754,300178,腾邦国际,0.08,18.55,,2.98,,4189.95,22.42,,04-29
755,600122,宏图高科,0.05,-62.77,,0.68,,5231.62,-62.65,,04-29
756,000045,深纺织A,-0.02,-332.56,,-0.47,,-1024.65,-336.11,,04-29
757,002204,大连重工,0.01,0.0,,0.11,,716.31,-19.76,,04-29
758,600249,两面针,-0.08,-26.18,,-2.19,,-4578.49,-21.4,,04-29
759,300287,飞利信,0.04,-20.0,,1.72,,5126.84,278.51,,04-29
760,600281,太化股份,-0.01,-44.12,,-0.94,,-486.93,-39.36,,04-29
761,000822,山东海化,0.0,-96.86,,0.09,,194.84,-97.05,,04-29
762,600057,象屿股份,0.07,0.0,,1.28,,7760.03,5.33,,04-29
763,601168,西部矿业,-0.04,100.0,,-0.87,,-9840.17,98.24,,04-29
764,600152,维科精华,-0.04,-35.5,,-1.93,,-1134.89,-35.55,,04-29
765,600741,华域汽车,0.45,-8.67,,4.29,,142707.07,11.39,,04-29
766,600961,株冶集团,0.01,-106.25,,0.04,,535.84,-106.4,,04-29
767,002721,金一文化,0.04,-75.0,,1.26,,2620.6,-17.99,,04-29
768,002789,建艺集团,0.31,-20.51,,2.85,,2104.49,-10.91,,04-29
769,600271,航天信息,0.41,17.14,,4.43,,36860.15,15.6,,04-29
770,600209,罗顿发展,-0.02,23.08,1.63,-0.96,-0.04,-686.24,23.61,,04-29
771,600821,津劝业,0.01,0.0,,0.33,,198.7,-17.34,,04-29
772,600337,美克家居,0.07,16.67,,1.39,,4284.9,3.05,,04-29
773,002452,长高集团,0.05,-40.0,,1.91,,2360.13,20.68,,04-29
774,000069,华侨城A,0.07,3.1,,1.57,,60086.14,16.43,,04-29
775,002356,赫美集团,0.07,,,1.3,,2025.13,1670.24,,04-29
776,002745,木林森,0.11,-47.62,,1.99,,5046.43,-45.32,,04-29
777,600536,中国软件,-0.09,-18.18,,-2.25,,-4391.4,-18.48,,04-29
778,600163,中闽能源,0.04,-127.08,,2.59,,3871.62,-137.38,,04-29
779,000736,中房地产,-0.02,-235.71,,-0.33,,-560.27,-237.01,,04-29
780,600538,国发股份,-0.01,-0.0,,-0.94,,-638.45,80.25,,04-29
781,000700,模塑科技,0.19,-15.31,,2.85,,6924.12,-6.69,,04-29
782,002384,东山精密,0.02,0.0,,0.68,,1830.58,49.72,,04-29
783,601555,东吴证券,0.12,-47.83,,1.83,,34227.03,-44.23,,04-29
784,601515,东风股份,0.18,-14.29,,5.45,,20136.14,-13.19,,04-29
785,600499,科达洁能,0.19,1.05,,3.24,,13550.3,2.55,,04-29
786,300178,腾邦国际,0.08,18.55,,2.98,,4189.95,22.42,,04-29
787,600122,宏图高科,0.05,-62.77,,0.68,,5231.62,-62.65,,04-29
788,000045,深纺织A,-0.02,-332.56,,-0.47,,-1024.65,-336.11,,04-29
789,002204,大连重工,0.01,0.0,,0.11,,716.31,-19.76,,04-29
790,000010,美丽生态,-0.04,978.38,,-1.51,,-3270.67,1407.81,,04-29
791,600281,太化股份,-0.01,-44.12,,-0.94,,-486.93,-39.36,,04-29
792,000822,山东海化,0.0,-96.86,,0.09,,194.84,-97.05,,04-29
793,600057,象屿股份,0.07,0.0,,1.28,,7760.03,5.33,,04-29
794,601168,西部矿业,-0.04,100.0,,-0.87,,-9840.17,98.24,,04-29
795,600152,维科精华,-0.04,-35.5,,-1.93,,-1134.89,-35.55,,04-29
796,600741,华域汽车,0.45,-8.67,,4.29,,142707.07,11.39,,04-29
797,600961,株冶集团,0.01,-106.25,,0.04,,535.84,-106.4,,04-29
798,002721,金一文化,0.04,-75.0,,1.26,,2620.6,-17.99,,04-29
799,002789,建艺集团,0.31,-20.51,,2.85,,2104.49,-10.91,,04-29
800,600271,航天信息,0.41,17.14,,4.43,,36860.15,15.6,,04-29
801,600209,罗顿发展,-0.02,23.08,1.63,-0.96,-0.04,-686.24,23.61,,04-29
802,600821,津劝业,0.01,0.0,,0.33,,198.7,-17.34,,04-29
803,600337,美克家居,0.07,16.67,,1.39,,4284.9,3.05,,04-29
804,002452,长高集团,0.05,-40.0,,1.91,,2360.13,20.68,,04-29
805,000069,华侨城A,0.07,3.1,,1.57,,60086.14,16.43,,04-29
806,002356,赫美集团,0.07,,,1.3,,2025.13,1670.24,,04-29
807,002745,木林森,0.11,-47.62,,1.99,,5046.43,-45.32,,04-29
808,600536,中国软件,-0.09,-18.18,,-2.25,,-4391.4,-18.48,,04-29
809,600163,中闽能源,0.04,-127.08,,2.59,,3871.62,-137.38,,04-29
810,000736,中房地产,-0.02,-235.71,,-0.33,,-560.27,-237.01,,04-29
811,002680,长生生物,0.13,1200.0,,1.84,,6102.12,9560.39,,04-29
812,600638,新黄浦,0.05,-4.79,,0.83,,3012.6,-4.79,,04-29
813,603300,华铁科技,0.08,-42.86,,1.58,,1717.4,-18.82,,04-29
814,000836,鑫茂科技,0.01,-119.03,,1.04,,1712.13,-156.97,,04-29
815,002563,森马服饰,0.09,-68.97,,2.61,,24445.28,24.53,,04-29
816,601368,绿城水务,0.09,-1.72,,2.57,,6708.65,22.82,,04-29
817,600690,青岛海尔,0.26,-18.63,,6.76,,159681.51,63.05,,04-29
818,601126,四方股份,0.01,-48.74,,0.27,,994.98,2.81,,04-29
819,600769,祥龙电业,0.0,-6.67,,3.62,,156.92,-6.56,,04-29
820,600965,福成股份,0.05,21.07,,2.47,,4076.76,86.97,,04-29
821,600252,中恒集团,0.04,-78.95,,2.79,,13937.26,-36.66,,04-29
822,002474,榕基软件,0.01,-19.08,,0.48,,660.92,-18.67,,04-29
823,000750,国海证券,0.12,-33.33,,2.48,,33026.96,-20.62,,04-29
824,002792,通宇通讯,0.34,-32.0,,4.69,,5121.78,-15.16,,04-29
825,002242,九阳股份,0.17,13.33,,3.96,,13240.26,11.3,,04-29
826,600825,新华传媒,0.01,-57.89,,0.35,,885.34,-56.04,,04-29
827,600515,海航基础,0.02,2200.0,,1.1,,972.92,2865.68,,04-29
828,600853,龙建股份,-0.02,-13.11,,-1.07,,-852.64,-13.16,,04-29
829,600302,标准股份,-0.04,-29.1,,-1.09,,-1255.04,-29.19,,04-29
830,600814,杭州解百,0.08,-27.27,,2.96,,6019.08,-25.84,,04-29
831,600322,天房发展,0.0,-90.0,,0.07,,334.11,-90.68,,04-29
832,002160,常铝股份,0.01,-73.33,,0.23,,538.6,-56.24,,04-29
833,300429,强力新材,0.29,-22.29,,3.78,,2320.03,3.71,,04-29
834,000063,中兴通讯,0.23,-4.17,7.23,3.18,0.95,94951.0,7.54,,04-29
835,600552,凯盛科技,0.03,-59.76,,0.46,,1034.84,-57.04,,04-29
836,002091,江苏国泰,0.15,36.36,,3.08,,5435.68,35.53,,04-29
837,002058,威尔泰,-0.04,23.33,,-2.96,,-532.55,22.69,,04-29
838,000029,深深房A,0.03,25.2,,1.33,,3113.84,24.96,,04-29
839,000796,凯撒旅游,0.02,-38.97,,0.98,,1618.85,98.28,,04-29
840,002390,信邦制药,0.03,-57.14,,1.0,,4360.87,31.95,,04-29
841,600900,长江电力,0.11,0.17,,2.05,,188870.19,0.1,,04-29
842,300474,景嘉微,0.23,-2400.0,,5.69,,2307.87,-1765.36,,04-29
843,002602,世纪华通,0.12,9.09,,3.0,,12147.94,122.07,,04-29
844,002335,科华恒盛,0.1,100.0,,1.77,,2302.33,125.83,,04-29
845,600783,鲁信创投,0.05,-50.0,,1.19,,4056.82,-44.6,,04-29
846,300216,千山药机,0.05,-44.44,,1.85,,1862.67,19.17,,04-29
847,002739,万达院线,0.39,-35.0,,4.93,,46342.03,37.07,,04-29
848,002089,新海宜,-0.02,-123.57,,-0.6,,-1134.96,-127.2,,04-29
849,600439,瑞贝卡,0.04,-7.29,,1.57,,3709.83,-7.97,,04-29
850,600372,中航电子,0.03,0.0,,0.88,,5020.89,-15.39,,04-29
851,000680,山推股份,0.01,-122.74,,0.49,,1568.16,-122.83,,04-29
852,002111,威海广泰,0.11,37.5,,2.03,,4099.3,63.02,,04-29
853,002663,普邦园林,0.01,-87.5,,0.22,,935.52,-66.61,,04-29
854,000034,神州数码,-0.01,-120.31,,-0.65,,-591.9,-125.75,,04-29
855,002030,达安基因,0.04,-20.0,,2.0,,2675.42,4.9,,04-29
856,002112,三变科技,0.0,-60.0,,0.18,,87.04,-40.26,,04-29
857,000890,法尔胜,0.01,12.77,,0.19,,202.41,13.9,,04-29
858,600679,上海凤凰,0.01,-740.91,,0.46,,567.37,-818.79,,04-29
859,002542,中化岩土,0.03,-50.0,,1.33,,3492.93,10.75,,04-29
860,600556,ST慧球,-0.01,-312.9,,-8.21,,-259.96,-310.72,,04-29
861,600739,辽宁成大,0.19,-41.02,,1.68,,29238.0,-36.89,,04-29
862,600179,*ST黑化,-0.11,-38.89,,,,-4375.35,-37.44,,04-29
863,002450,康得新,0.25,-19.35,,4.23,,39903.63,36.15,,04-29
864,601000,唐山港,0.12,0.0,,2.61,,27516.2,12.1,,04-29
865,600241,时代万恒,-0.06,-62.5,,-1.88,,-1325.82,-54.57,,04-29
866,002725,跃岭股份,0.08,-55.56,,1.4,,1258.93,-29.09,,04-29
867,601636,旗滨集团,0.01,-68.05,,0.64,,3297.79,-3.87,,04-29
868,002381,双箭股份,0.04,-60.0,,1.01,,1525.24,-34.78,,04-29
869,601328,交通银行,0.26,0.0,7.25,3.6,,1906600.0,0.51,,04-29
870,600269,赣粤高速,0.08,-20.0,,1.45,,18718.4,-17.59,,04-29
871,600862,中航高科,-0.01,-85.71,,-0.34,,-1117.2,-75.46,,04-29
872,600290,华仪电气,0.02,-65.26,,0.36,,1502.32,-49.96,,04-29
873,000665,湖北广电,0.16,6.67,,1.88,,10147.33,4.14,,04-29
874,600835,上海机电,0.21,50.0,,2.67,,21935.58,54.26,,04-29
875,600823,世茂股份,0.13,-40.91,,1.29,,25305.04,0.03,,04-29
876,000958,东方能源,0.31,14.81,,7.14,,17081.81,30.19,,04-29
877,002259,升达林业,-0.02,75.0,,-1.33,,-1126.04,26.47,,04-29
878,002221,东华能源,0.1,233.33,,2.15,,7015.62,237.88,,04-29
879,002627,宜昌交运,0.09,-17.12,,1.36,,1259.78,-17.15,,04-29
880,002179,中航光电,0.28,52.66,,4.76,,16572.94,98.42,,04-29
881,002141,蓉胜超微,0.0,-123.67,,0.23,,72.05,-123.5,,04-29
882,000681,视觉中国,0.04,28.32,,1.23,,2571.24,34.21,,04-29
883,000678,襄阳轴承,-0.02,66.67,,-0.65,,-639.89,61.24,,04-29
884,600428,中远航运,0.0,-99.67,,0.01,,91.84,-99.64,,04-29
885,600037,歌华有线,0.13,31.29,,1.59,,18458.2,71.63,,04-29
886,600540,新赛股份,-0.01,-33.96,,-0.6,,-658.35,-14.4,,04-29
887,600511,国药股份,0.26,12.55,,3.97,,12278.32,12.56,,04-29
888,601989,中国重工,0.01,-42.86,,,,21131.63,-45.17,,04-29
889,601801,皖新传媒,0.27,12.5,,4.19,,24514.08,10.42,,04-29
890,600078,澄星股份,0.02,48.25,,0.62,,1116.82,47.27,,04-29
891,000585,东北电气,-0.01,76.67,,-1.59,,-466.46,75.5,,04-29
892,600107,美尔雅,-0.01,-7.69,,-0.85,,-447.49,-1.47,,04-29
893,300343,联创互联,0.11,1620.97,,0.79,,1335.01,2610.68,,04-29
894,002765,蓝黛传动,0.13,0.0,,2.77,,2792.98,40.79,,04-29
895,000816,智慧农业,0.01,-45.38,,0.3,,1009.2,-45.39,,04-29
896,601519,大智慧,-0.09,-600.0,,-6.66,,-16798.3,-590.89,,04-29
897,600717,天津港,0.17,6.25,,1.94,,28384.06,4.94,,04-29
898,600744,华银电力,0.01,-93.75,,0.52,,2025.22,-82.61,,04-29
899,002475,立讯精密,0.16,-11.11,,3.54,,19926.16,30.6,,04-29
900,002258,利尔化学,0.07,-53.33,,3.0,,3956.97,34.04,,04-29
901,000727,华东科技,-0.01,206.06,,-0.21,,-2281.48,201.25,,04-29
902,002227,奥特迅,-0.04,-26.88,,-1.2,,-926.34,-26.38,,04-29
903,002624,完美世界,0.04,-233.33,,1.95,,2016.65,-244.79,,04-29
904,600331,宏达股份,-0.03,82.01,,-1.12,,-5133.82,82.4,,04-29
905,002464,金利科技,0.06,-400.0,,0.96,,934.11,-368.72,,04-29
906,000070,特发信息,0.11,124.14,,2.22,,3492.39,159.27,,04-29
907,002743,富煌钢构,0.05,150.0,,0.85,,642.14,155.34,,04-29
908,600734,实达集团,0.1,-367.02,,12.37,,3586.66,-367.24,,04-29
909,600004,白云机场,0.3,11.52,,3.31,,34579.11,11.74,,04-29
910,000637,茂化实华,0.02,-27.59,,1.26,,1086.83,-29.08,,04-29
911,600159,大龙地产,0.03,-286.87,,1.0,,2153.27,-287.24,,04-29
912,600567,山鹰纸业,0.02,60.0,,0.98,,6050.35,10.43,,04-29
913,600575,皖江物流,0.03,50.0,,1.98,,7668.49,55.38,,04-29
914,000571,新大洲A,0.02,-26.01,,0.88,,1945.54,-25.97,,04-29
915,600517,置信电气,0.06,252.94,,2.39,,7712.18,265.75,,04-29
916,603198,迎驾贡酒,0.32,10.34,,6.75,,25521.51,23.57,,04-29
917,600691,阳煤化工,0.01,-50.36,,0.26,,1198.27,-40.52,,04-29
918,601808,中海油服,-0.19,-195.0,,-2.0,,-92661.17,-195.52,,04-29
919,002616,长青集团,0.1,-31.71,,2.06,,3335.58,33.21,,04-29
920,002289,*ST宇顺,-0.24,18.34,,-8.12,,-4447.93,18.35,,04-29
921,002766,索菱股份,0.09,-18.18,,1.6,,1558.07,2.51,,04-29
922,600652,游久游戏,0.01,-79.17,,0.39,,819.49,-79.65,,04-29
923,600225,天津松江,-0.38,31.03,,-21.13,,-36015.21,72.13,,04-29
924,002410,广联达,0.04,-60.0,,1.55,,4289.17,-39.83,,04-29
925,603377,东方时尚,0.01,-93.33,,0.55,,554.47,-90.3,,04-29
926,002276,万马股份,0.03,5.07,,0.92,,2721.37,4.81,,04-29
927,002607,亚夏汽车,0.03,-175.0,,1.5,,1243.06,-218.03,,04-29
928,601398,工商银行,0.21,0.0,5.0,4.28,,7476400.0,0.59,,04-29
929,002104,恒宝股份,0.08,0.0,,3.7,,5869.42,6.91,,04-29
930,603528,多伦科技,0.59,2.63,4.69,13.4,-0.04,9125.15,2.63,,04-29
931,600871,石化油服,,,,-7.08,,-168521.0,357.04,,04-29
932,600503,华丽家族,0.01,341.18,,0.33,,1206.22,330.76,,04-29
933,600855,航天长峰,-0.01,-31.43,,-0.47,,-398.8,-31.36,,04-29
934,000806,银河生物,-0.01,-130.1,,-0.63,,-1260.0,-141.11,,04-29
935,600790,轻纺城,0.08,-20.0,,2.14,,8023.6,-4.54,,04-29
936,600353,旭光股份,0.02,-33.2,,0.86,,895.59,33.5,,04-29
937,002249,大洋电机,0.03,0.0,,1.11,,7477.86,39.16,,04-29
938,000584,友利控股,-0.04,-160.32,,-1.31,,-2510.19,-160.34,,04-29
939,002245,澳洋顺昌,0.04,-25.46,,2.36,,3891.25,-24.63,,04-29
940,600362,江西铜业,0.06,50.0,,0.46,,20137.17,49.27,,04-29
941,600512,腾达建设,0.0,-75.0,,0.03,,53.63,-81.99,,04-29
942,000629,*ST钒钛,0.0,-112.23,,0.47,,3986.61,-112.34,,04-29
943,600196,复星医药,0.27,17.39,,3.42,,63423.18,18.25,,04-29
944,600584,长电科技,0.03,-48.58,,0.66,,2815.45,-45.94,,04-29
945,600422,昆药集团,0.22,-2.12,,2.55,,8538.0,13.13,,04-29
946,600026,中海发展,0.04,113.33,,0.6,,15467.97,134.55,,04-29
947,600618,氯碱化工,0.01,134.29,1.97,0.42,0.09,942.6,132.28,,04-29
948,600561,江西长运,0.06,-60.0,,0.89,,1361.93,-62.42,,04-29
949,600064,南京高科,0.35,-49.42,,3.05,,27014.25,-24.34,,04-29
950,002358,森源电气,0.05,-37.5,,1.96,,4289.78,30.56,,04-29
951,600674,川投能源,0.21,-40.36,,4.93,,92043.07,19.29,,04-29
952,000788,北大医药,0.01,-107.14,,0.6,,676.25,-107.85,,04-29
953,600115,东方航空,0.2,60.45,,7.12,,260200.0,66.37,,04-29
954,002692,远程电缆,0.07,2.29,,1.65,,2338.38,7.28,,04-29
955,600138,中青旅,0.11,16.52,,1.69,,7910.9,16.55,,04-29
956,600376,首开股份,0.2,-26.01,,2.79,,56283.14,-8.18,,04-29
957,000554,泰山石油,0.0,-90.48,,0.01,,10.39,-0.1,,04-29
958,603699,纽威股份,0.09,-47.06,,2.72,,6688.44,-46.87,,04-29
959,002432,九安医疗,-0.04,-14.57,,-2.39,,-1440.68,-14.59,,04-29
960,000045,深纺织A,-0.02,-332.56,,-0.47,,-1024.65,-336.11,,04-29
961,002204,大连重工,0.01,0.0,,0.11,,716.31,-19.76,,04-29
962,600249,两面针,-0.08,-26.18,,-2.19,,-4578.49,-21.4,,04-29
963,300287,飞利信,0.04,-20.0,,1.72,,5126.84,278.51,,04-29
964,600620,天宸股份,-0.01,-108.62,,-0.13,,-496.11,-108.65,,04-29
965,603918,金桥信息,-0.06,-53.45,,-1.16,,-535.09,-37.92,,04-29
966,600730,中国高科,-0.02,-122.22,,-0.63,,-888.14,-132.86,,04-29
967,000616,海航投资,-0.0,-126.0,,-0.08,,-366.56,-140.12,,04-29
968,002689,远大智能,-0.04,-49.33,,-2.96,,-3979.59,-8.95,,04-29
969,600676,交运股份,0.09,-3.76,,2.06,,7735.33,-3.73,,04-29
970,000852,石化机械,-0.21,320.0,,-3.79,,-9449.85,414.04,,04-29
971,002516,旷达科技,0.08,-49.47,,2.2,,4738.48,21.99,,04-29
972,000628,高新发展,0.01,-116.67,,0.34,,237.89,-122.53,,04-29
973,601107,四川成渝,0.11,18.87,,2.69,,34084.7,18.85,,04-29
974,000531,穗恒运A,0.16,-7.22,,2.94,,10733.12,-7.25,,04-29
975,002490,山东墨龙,0.0,-61.0,,0.13,,311.22,-32.23,,04-29
976,600206,有研新材,0.0,-73.33,,0.11,,296.34,-77.07,,04-29
977,002718,友邦吊顶,0.14,-17.65,,1.85,,1163.42,35.21,,04-29
978,000417,合肥百货,0.12,-11.55,,2.81,,9616.73,-11.52,,04-29
979,002387,黑牛食品,-0.03,-49.49,,-1.94,,-1398.35,-24.51,,04-29
980,601258,庞大集团,0.01,0.0,,0.31,,3817.61,5.39,,04-29
981,002202,金风科技,0.14,46.7,,2.19,,37051.26,48.94,,04-29
982,600896,中海海盛,-0.09,-137.5,,-0.04,,-5124.81,-136.51,,04-29
983,000526,紫光学大,-0.01,-136.0,,-0.43,,-60.96,-136.17,,04-29
984,600209,罗顿发展,-0.02,23.08,1.63,-0.96,-0.04,-686.24,23.61,,04-29
985,600821,津劝业,0.01,0.0,,0.33,,198.7,-17.34,,04-29
986,600337,美克家居,0.07,16.67,,1.39,,4284.9,3.05,,04-29
987,002452,长高集团,0.05,-40.0,,1.91,,2360.13,20.68,,04-29
988,000069,华侨城A,0.07,3.1,,1.57,,60086.14,16.43,,04-29
989,002356,赫美集团,0.07,,,1.3,,2025.13,1670.24,,04-29
990,002745,木林森,0.11,-47.62,,1.99,,5046.43,-45.32,,04-29
991,600536,中国软件,-0.09,-18.18,,-2.25,,-4391.4,-18.48,,04-29
992,600163,中闽能源,0.04,-127.08,,2.59,,3871.62,-137.38,,04-29
993,000736,中房地产,-0.02,-235.71,,-0.33,,-560.27,-237.01,,04-29
994,000010,美丽生态,-0.04,978.38,,-1.51,,-3270.67,1407.81,,04-29
995,600281,太化股份,-0.01,-44.12,,-0.94,,-486.93,-39.36,,04-29
996,000822,山东海化,0.0,-96.86,,0.09,,194.84,-97.05,,04-29
997,600057,象屿股份,0.07,0.0,,1.28,,7760.03,5.33,,04-29
998,601168,西部矿业,-0.04,100.0,,-0.87,,-9840.17,98.24,,04-29
999,600152,维科精华,-0.04,-35.5,,-1.93,,-1134.89,-35.55,,04-29
1000,600741,华域汽车,0.45,-8.67,,4.29,,142707.07,11.39,,04-29
1001,600961,株冶集团,0.01,-106.25,,0.04,,535.84,-106.4,,04-29
1002,002721,金一文化,0.04,-75.0,,1.26,,2620.6,-17.99,,04-29
1003,002789,建艺集团,0.31,-20.51,,2.85,,2104.49,-10.91,,04-29
1004,600271,航天信息,0.41,17.14,,4.43,,36860.15,15.6,,04-29
1005,000820,金城股份,-0.07,2300.0,,-7.42,,-2073.19,2024.51,,04-28
1006,002021,中捷资源,-0.03,50.0,,-1.96,,-1972.08,22.99,,04-28
1007,002273,水晶光电,0.09,0.0,,1.47,,3970.32,13.03,,04-28
1008,600759,洲际油气,0.0,-66.67,,0.02,,120.32,-54.0,,04-28
1009,002519,银河电子,0.12,-29.41,,3.47,,6862.42,45.48,,04-28
1010,600789,鲁抗医药,0.01,40.0,,0.23,,419.48,45.06,,04-28
1011,600354,敦煌种业,-0.11,-0.79,,-5.34,,-5969.09,16.67,,04-28
1012,600610,中毅达,-0.01,-300.0,,-0.01,,-640.47,-333.29,,04-28
1013,002575,群兴玩具,0.0,-31.94,,0.32,,286.37,-32.25,,04-28
1014,600409,三友化工,0.07,237.07,,1.99,,12780.83,236.28,,04-28
1015,000089,深圳机场,0.07,19.71,,1.3,,13339.02,45.28,,04-28
1016,002414,高德红外,-0.02,32.21,,-0.48,,-1181.92,32.53,,04-28
1017,603012,创力集团,0.08,-42.86,,1.12,,2638.89,-27.5,,04-28
1018,600545,新疆城建,-0.08,-12.78,,-2.57,,-5305.13,-7.71,,04-28
1019,600577,精达股份,0.02,-50.0,,1.61,,4489.19,24.28,,04-28
1020,000534,万泽股份,-0.05,-287.2,,-2.05,,-2659.19,-285.55,,04-28
1021,002435,长江润发,0.03,0.0,,0.66,,581.07,7.17,,04-28
1022,002397,梦洁股份,0.05,-52.0,,2.3,,3253.21,1.81,,04-28
1023,600986,科达股份,0.01,0.0,,0.3,,1166.01,424.99,,04-28
1024,002448,中原内配,0.1,-56.82,,2.73,,5611.38,9.16,,04-28
1025,601222,林洋能源,0.27,22.73,,2.21,,11138.8,40.09,,04-28
1026,601218,吉鑫科技,0.03,81.13,,1.16,,2855.55,81.22,,04-28
1027,002078,太阳纸业,0.06,50.0,,2.01,,14185.84,24.49,,04-28
1028,600280,中央商场,0.04,-77.3,,2.52,,4206.29,-54.99,,04-28
1029,603788,宁波高发,0.28,33.33,,5.16,,3869.97,43.89,,04-28
1030,002197,证通电子,0.01,0.0,,0.3,,365.8,6.54,,04-28
1031,000153,丰原药业,0.02,8.33,,0.57,,650.07,8.69,,04-28
1032,002630,华西能源,0.05,-40.55,,1.27,,3502.3,18.83,,04-28
1033,600433,冠豪高新,0.01,0.0,,0.45,,1103.43,3.84,,04-28
1034,000088,盐田港,0.04,4.17,,1.35,,7492.82,0.45,,04-28
1035,000916,华北高速,0.05,-21.11,,1.22,,5422.69,-21.36,,04-28
1036,000065,北方国际,0.12,33.33,,1.62,,3172.78,45.27,,04-28
1037,600090,同济堂,0.06,75.76,,4.62,,2152.25,76.23,,04-28
1038,601929,吉视传媒,0.03,-63.56,,1.72,,10458.08,-22.71,,04-28
1039,002022,科华生物,0.11,6.13,,3.28,,5587.38,10.53,,04-28
1040,600562,国睿科技,0.05,0.0,,2.27,,2351.53,70.22,,04-28
1041,600255,鑫科材料,-0.02,33.33,,-1.24,,-3958.66,65.04,,04-28
1042,600468,百利电气,0.02,-9.22,,0.74,,1008.41,2.02,,04-28
1043,603128,华贸物流,0.04,-33.33,,1.89,,2894.56,20.97,,04-28
1044,600621,华鑫股份,0.23,139.62,,6.26,,11982.52,139.74,,04-28
1045,600582,天地科技,0.01,-90.69,,0.16,,2142.14,-80.71,,04-28
1046,000901,航天科技,0.02,-300.0,,0.57,,791.2,-481.84,,04-28
1047,000831,*ST五稀,-0.02,-626.67,,-0.74,,-1547.4,-624.29,,04-28
1048,002004,华邦健康,0.08,-69.23,,1.88,,17221.12,-8.94,,04-28
1049,000786,北新建材,0.07,-37.72,,1.28,,10077.44,25.09,,04-28
1050,600737,中粮屯河,-0.01,-84.5,,-0.32,,-1906.23,-83.16,,04-28
1051,600210,紫江企业,0.03,57.14,,1.21,,4936.48,57.65,,04-28
1052,002589,瑞康医药,0.15,-28.37,,2.62,,8546.02,67.61,,04-28
1053,603520,司太立,0.28,-26.32,,5.56,,2517.82,-26.81,,04-28
1054,002199,*ST东晶,-0.09,8.4,,-4.8,,-2073.04,8.34,,04-28
1055,002353,杰瑞股份,0.06,0.0,,0.74,,5775.19,3.37,,04-28
1056,603868,飞科电器,0.37,19.35,,12.32,,14501.78,19.23,,04-28
1057,600288,大恒科技,-0.05,363.11,,-1.41,,-2085.27,365.35,,04-28
1058,603609,禾丰牧业,0.08,-11.11,,2.51,,6831.3,40.16,,04-28
1059,000893,东凌国际,0.0,-104.14,,0.05,,221.99,-107.6,,04-28
1060,600332,白云山,0.32,12.01,6.86,4.73,0.58,40931.86,12.1,,04-28
1061,002453,天马精化,0.01,-50.0,,0.47,,567.65,-46.71,,04-28
1062,600765,中航重机,0.06,20.0,,1.42,,4644.91,31.21,,04-28
1063,002626,金达威,0.08,-42.86,,3.23,,4803.02,15.65,,04-28
1064,603828,柯利达,0.15,-37.5,,1.86,,1861.75,-24.65,,04-28
1065,600571,信雅达,0.07,-4.41,,1.35,,1437.49,4.34,,04-28
1066,002143,印纪传媒,0.09,50.0,,5.95,,9776.25,45.74,,04-28
1067,600313,农发种业,0.01,-133.33,,0.19,,329.22,-139.29,,04-28
1068,002217,合力泰,0.05,56.78,,1.27,,7074.29,106.72,,04-28
1069,600508,上海能源,0.01,-50.0,,0.05,,370.56,-69.14,,04-28
1070,000049,德赛电池,0.19,-34.24,,4.09,,3887.07,-34.25,,04-28
1071,300300,汉鼎宇佑,0.06,-37.66,,2.84,,2285.74,24.97,,04-28
1072,600569,安阳钢铁,-0.07,68.98,,-3.76,,-17386.89,68.11,,04-28
1073,000581,威孚高科,0.4,-6.98,,3.39,,40547.13,-6.65,,04-28
1074,601766,中国中车,0.07,0.0,,2.03,,198777.7,104.56,,04-28
1075,600076,康欣新材,0.11,-1200.0,,4.26,,11058.85,-2284.68,,04-28
1076,601886,江河集团,0.07,75.0,,1.26,,7571.05,48.51,,04-28
