code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
002255,海陆重工,专用机械,江苏,85.07,40689.44,62063.44,360085.53,210863.45,58659.85,87373.97,1.41,0.046,3.65,2.15,20080625
002306,中科云网,酒店餐饮,北京,0.0,61807.94,80000.0,13487.05,10878.96,816.64,25630.05,0.32,-0.018000000000000002,0.01,1258.41,20091111
300128,锦富新材,元器件,江苏,0.0,31263.77,47943.71,320524.19,137578.95,53822.25,130508.92,2.72,-0.075,4.55,3.4,20101013
002350,北京科锐,电气设备,北京,139.95,21757.59,21828.0,204434.66,144348.81,23878.59,49238.19,2.26,0.083,5.02,4.61,20100203
600823,世茂股份,全国地产,上海,7.29,246707.02,267940.59,6403933.0,3922424.0,54447.44,299617.72,1.12,0.519,7.43,1.02,19940204
600559,老白干酒,白酒,河北,201.26,35000.0,43806.01,244746.77,170291.06,58326.55,68505.5,1.56,0.055999999999999994,3.46,6.55,20021029
300436,广生堂,化学制药,福建,103.58,5600.0,14000.0,60145.51,37311.76,10833.95,17525.78,1.25,0.29100000000000004,3.75,16.08,20150422
600857,宁波中百,百货,浙江,64.24,22431.99,22431.99,77663.95,39730.21,12360.57,6507.8,0.29,0.11699999999999999,2.77,5.41,19940425
601901,方正证券,证券,湖南,14.17,628985.06,823210.13,14445176.0,0.0,43744.87,1642602.88,2.0,0.261,4.23,1.75,20110810
002595,豪迈科技,专用机械,山东,23.65,46780.51,80000.0,358787.78,171215.72,101535.47,50634.4,0.63,0.45799999999999996,3.97,5.46,20110628
002091,江苏国泰,商贸代理,江苏,24.58,52977.12,54609.67,395668.75,313400.25,40118.03,7162.27,0.13,0.294,3.18,4.54,20061208
002157,正邦科技,饲料,江西,11.91,116573.2,201446.7,995144.19,392621.28,462470.59,174694.86,0.87,0.303,1.86,3.88,20070817
601908,京运通,半导体,北京,30.48,171954.05,199731.77,1002536.19,366605.69,413943.22,290498.16,1.45,0.11699999999999999,3.12,2.28,20110908
000750,国海证券,证券,广西,27.43,421553.88,421554.19,5014281.0,0.0,17423.82,627598.13,1.49,0.129,3.16,2.24,19970709
000985,大庆华科,化工原料,黑龙江,184.74,12963.95,12963.95,62401.36,14961.32,40574.35,25894.61,2.0,0.075,3.81,7.25,20000726
002503,搜于特,服饰,广东,50.07,81338.07,134784.0,425050.41,289493.03,40200.26,16035.74,0.12,0.136,1.83,7.45,20101117
600790,轻纺城,商品城,浙江,16.95,104699.35,104699.35,793383.0,113844.67,20811.53,147428.47,1.41,0.201,4.12,1.65,19970228
002002,鸿达兴业,化工原料,江苏,29.64,206467.92,241691.89,1218259.38,363021.06,735688.94,92749.24,0.38,0.114,1.42,4.76,20040625
600563,法拉电子,元器件,福建,25.49,22500.0,22500.0,218635.05,158691.69,33770.1,26196.86,1.16,0.792,8.39,4.82,20021210
002467,二六三,电信运营,北京,62.27,59766.25,79690.71,280852.75,121552.47,9799.37,89456.25,1.12,0.107,2.85,4.69,20100908
002529,海源机械,专用机械,福建,0.0,20000.0,26000.0,182433.75,112521.07,38571.96,114769.27,4.41,-0.075,6.01,3.31,20101224
000422,湖北宜化,农药化肥,湖北,184.75,89781.29,89786.67,4162469.25,1459678.13,1890783.25,176477.3,1.97,0.018000000000000002,7.89,0.84,19960815
002566,益盛药业,中成药,吉林,87.12,19952.58,33095.16,278640.28,224978.17,30481.31,83181.31,2.51,0.075,5.29,2.48,20110318
600706,曲江文旅,旅游服务,陕西,41.43,17790.86,17950.97,173605.44,66505.21,83469.81,44848.15,2.5,0.237,4.88,4.03,19960516
601567,三星医疗,电器仪表,浙江,45.53,101545.89,141880.69,1111488.75,670188.81,81705.61,321030.44,2.26,0.17,4.37,2.99,20110615
002198,嘉应制药,中成药,广东,205.97,40524.73,50750.98,103654.05,28948.9,26702.11,12340.65,0.24,0.031,1.86,6.94,20071218
600109,国金证券,证券,四川,30.6,302435.94,302435.94,5148736.0,0.0,12376.88,784237.88,2.59,0.21100000000000002,5.51,2.34,19970807
603818,曲美家居,家居用品,北京,64.34,13160.79,48412.0,155521.72,94494.35,38177.18,32885.01,0.68,0.15,2.62,7.36,20150422
002419,天虹商场,百货,深圳,17.58,79992.1,80020.0,1299404.88,773353.0,217203.59,170919.16,2.14,0.35700000000000004,6.69,1.87,20100601
600178,东安动力,汽车配件,黑龙江,50.28,46208.0,46208.0,395322.13,195276.84,30225.25,85994.0,1.86,0.12,3.91,3.1,19981014
002206,海 利 得,化纤,浙江,29.87,34435.08,48722.94,453763.06,230352.25,166099.42,160314.97,3.29,0.33,5.91,3.04,20080123
601998,中信银行,银行,北京,6.18,3190516.5,4893479.5,560677824.0,0.0,1557100.0,5863600.0,1.2,0.48200000000000004,6.74,0.88,20070427
600686,金龙汽车,汽车整车,福建,21.87,44259.71,60673.85,2670326.25,2366441.25,181980.45,112962.57,1.86,0.271,6.51,1.82,19931108
002644,佛慈制药,中成药,甘肃,98.76,51065.69,51065.69,169459.94,126506.72,15685.67,32801.31,0.64,0.059000000000000004,2.47,4.76,20111222
300086,康芝药业,化学制药,海南,109.3,43791.75,45000.0,214636.77,147473.27,30917.3,111650.52,2.48,0.053,3.97,2.94,20100526
002423,*ST中特,特种钢,河南,0.0,46551.0,50298.66,373121.28,133844.52,128357.63,106785.57,2.12,-0.09699999999999999,3.53,3.29,20100603
002639,雪人股份,专用机械,福建,1699.63,37507.35,67407.27,333219.88,144719.69,80063.65,133287.56,1.98,0.003,3.93,2.87,20111205
000859,国风塑业,塑料,安徽,0.0,73931.63,73944.97,186088.09,77997.0,66605.11,58966.25,0.8,-0.011000000000000001,1.88,2.98,19981119
002024,苏宁云商,电器连锁,江苏,0.0,501781.5,931003.94,12561654.0,7083563.0,1231861.5,3240356.25,3.48,-0.02,6.36,1.74,20040721
300118,东方日升,半导体,浙江,11.66,46116.55,67459.39,1068743.25,738871.19,178345.67,213522.52,3.17,0.74,5.34,3.11,20100902
600186,莲花健康,食品,河南,0.0,106202.42,106202.42,241568.5,95905.61,43757.34,31854.78,0.3,-0.005,0.08,68.35,19980825
300137,先河环保,环境保护,河北,65.67,29057.75,34439.53,167185.31,108844.92,23903.77,67777.0,1.97,0.126,4.05,4.08,20101105
603001,奥康国际,服饰,浙江,20.39,34113.0,40098.0,531280.25,367769.63,43375.37,192974.38,4.81,0.527,9.98,2.16,20120426
002728,台城制药,中成药,广东,61.28,5701.0,20000.0,154939.27,42343.65,27117.4,23792.63,1.19,0.21899999999999997,4.18,6.42,20140731
002051,中工国际,建筑施工,北京,23.96,92033.89,92776.53,1945827.75,1395678.5,146800.92,181846.38,1.96,0.446,6.65,3.21,20060619
000786,北新建材,其他建材,北京,16.43,137765.56,141398.16,1362870.25,419206.44,640181.31,176575.17,1.25,0.325,5.67,1.88,19970606
000783,长江证券,证券,湖北,26.48,474239.22,552946.75,9135183.0,0.0,31102.49,296789.84,0.54,0.24,3.38,3.16,19970731
002696,百洋股份,渔业,广西,135.75,10376.98,17600.0,192409.31,98718.96,62123.66,46820.73,2.66,0.078,5.55,3.83,20120905
600023,浙能电力,火力发电,浙江,8.66,298759.97,1360069.0,10258534.0,2212402.25,5441444.0,2343934.0,1.72,0.306,4.09,1.29,20131219
600035,楚天高速,路桥,湖北,17.49,145337.8,145337.8,881012.19,38345.3,59565.35,35862.55,0.25,0.151,2.86,1.85,20040310
000860,顺鑫农业,白酒,北京,25.34,56299.92,57059.0,1644737.63,1140409.5,269550.16,279849.69,4.9,0.40399999999999997,9.77,2.1,19981104
000665,湖北广电,影视音像,湖北,25.19,46107.01,63621.75,765612.44,74913.8,431486.66,346742.94,5.45,0.302,8.7,1.75,19961210
300150,世纪瑞尔,软件服务,北京,3031.84,32706.1,54000.0,159832.17,140920.09,2590.62,72866.55,1.35,0.002,2.7,3.72,20101222
600332,白云山,中成药,广东,24.39,103633.96,162579.09,1781214.75,1152222.38,195324.61,234643.52,1.44,0.512,7.2,3.47,20010206
002218,拓日新能,半导体,深圳,52.68,60782.73,61817.1,487977.69,220542.05,211482.88,193393.17,3.13,0.094,4.31,2.3,20080228
600146,商赢环球,塑料,宁夏,0.0,20000.0,46997.0,17814.09,12174.62,421.7,11951.86,0.25,-0.025,0.36,94.92,19990707
300250,初灵信息,通信设备,浙江,67.7,10762.07,22995.17,173727.38,71159.05,1556.93,110220.6,4.79,0.23,6.78,4.33,20110803
002809,红墙股份,化工原料,广东,85.91,2000.0,8000.0,55341.76,44895.1,6909.5,5881.78,0.74,0.42700000000000005,9.22,7.95,20160823
600875,东方电气,电气设备,四川,0.0,199690.03,233690.03,8566273.0,7368779.0,774071.81,882851.69,3.78,-0.146,9.66,1.01,19951010
000501,鄂武商Ａ,百货,湖北,11.07,50719.92,59183.44,1743995.25,366865.25,724100.94,143945.2,2.43,0.96,9.32,2.07,19921120
600677,航天通信,通信设备,浙江,332.48,39837.69,52179.17,1272134.5,886157.0,145136.77,212387.3,4.07,0.028999999999999998,5.96,3.21,19930928
300156,神雾环保,环境保护,北京,55.53,65466.25,101002.45,471331.69,394169.78,21024.48,35107.55,0.35,0.252,2.05,13.66,20110107
002456,欧菲光,元器件,深圳,53.09,102802.92,104964.2,1991447.0,1332583.38,414545.53,296984.28,2.83,0.35,6.16,6.04,20100803
600118,中国卫星,航空,北京,118.03,118248.9,118248.9,1058495.38,823233.75,62989.41,161232.95,1.36,0.13699999999999998,3.93,8.25,19970908
000581,威孚高科,汽车配件,江苏,12.38,83649.2,100895.04,1669662.0,995280.88,234275.13,339693.53,3.37,0.935,12.06,1.92,19980924
002139,拓邦股份,元器件,深圳,63.06,28704.28,45228.0,244786.3,166683.27,17517.5,94981.49,2.1,0.12,3.53,3.92,20070629
300306,远方光电,电器仪表,浙江,85.53,11768.13,24000.0,116438.51,81880.81,10270.05,46410.57,1.93,0.161,4.56,6.05,20120329
601169,北京银行,银行,北京,6.57,1520667.63,1520667.63,197140800.0,0.0,760000.0,2623600.0,1.73,0.698,8.14,1.13,20070919
000702,正虹科技,饲料,湖南,0.0,26663.35,26663.46,69961.38,29499.25,27837.97,18257.84,0.68,-0.016,1.67,8.21,19970318
600238,海南椰岛,红黄药酒,海南,0.0,44500.16,44820.0,130397.55,85822.71,23912.09,12748.6,0.28,-0.10099999999999999,1.91,7.2,20000120
600063,皖维高新,化纤,安徽,61.15,152011.31,164589.45,767809.5,152912.59,344552.13,59880.88,0.36,0.037000000000000005,2.08,2.19,19970528
600382,广东明珠,商贸代理,广东,25.32,34174.66,34174.66,337194.31,174664.02,5511.5,9316.7,0.27,0.35700000000000004,8.04,2.25,20010118
601888,中国国旅,旅游服务,北京,19.79,97623.77,97623.77,1673193.38,1293789.0,152366.5,481146.69,4.93,1.1340000000000001,12.1,3.71,20091015
603022,新通联,广告包装,上海,124.38,6500.0,20000.0,67932.8,44550.82,4247.27,13474.82,0.67,0.09,2.83,7.9,20150518
002678,珠江钢琴,文教休闲,广东,77.52,95362.59,95600.0,282674.47,160915.75,66519.15,31810.0,0.33,0.086,2.03,6.62,20120530
002556,辉隆股份,其他商业,安徽,36.77,69778.32,71760.0,602055.31,418594.06,53289.23,104458.46,1.46,0.121,3.11,2.85,20110302
600008,首创股份,环境保护,北京,41.13,482061.41,482061.41,3828267.25,1422445.75,463634.69,53348.13,0.11,0.053,1.77,2.48,20000427
002437,誉衡药业,化学制药,黑龙江,28.14,212899.59,219829.03,825505.56,158361.36,167940.66,33963.9,0.15,0.155,1.63,5.37,20100623
002625,龙生股份,汽车配件,浙江,297.95,22367.16,30075.41,70785.68,22511.24,23059.1,3872.58,0.13,0.073,1.84,23.75,20111103
600897,厦门空港,机场,福建,15.15,29781.0,29781.0,404156.59,118100.4,242210.59,18098.78,0.61,0.716,10.46,2.07,19960531
002362,汉王科技,电脑设备,北京,343.0,17642.47,21410.27,86661.05,53607.8,19539.32,97909.71,4.57,0.038,3.5,7.41,20100303
600548,深高速,路桥,深圳,15.3,143327.03,218077.03,3116272.5,643924.25,108648.82,227435.16,1.04,0.282,5.61,1.54,20011225
600395,盘江股份,煤炭开采,贵州,0.0,165505.19,165505.19,1037312.5,351444.47,286032.09,233941.05,1.41,0.0,3.44,2.51,20010531
600999,招商证券,证券,深圳,25.73,471398.53,669942.25,24526462.0,0.0,43603.12,1940387.75,2.9,0.335,8.23,2.09,20091117
002250,联化科技,化工原料,浙江,29.02,59267.82,83471.59,593450.63,203727.66,288122.91,93033.22,1.11,0.3,5.15,3.33,20080619
000403,ST生化,生物制药,山西,110.12,18819.21,27257.75,126847.15,41720.09,60410.23,11393.05,0.42,0.155,1.99,17.16,19960628
600248,延长化建,建筑施工,陕西,47.68,60760.6,61579.6,518787.84,437995.84,55243.7,49564.95,0.8,0.08900000000000001,3.02,2.81,20000622
300239,东宝生物,生物制药,内蒙,234.07,37926.51,46087.41,77063.9,40323.55,19352.6,15226.87,0.33,0.018000000000000002,1.54,5.52,20110706
002020,京新药业,化学制药,浙江,29.23,46329.07,63917.58,309302.59,152852.05,60697.18,120841.57,1.89,0.21600000000000003,3.61,3.51,20040715
600256,广汇能源,综合类,新疆,160.57,522142.47,522142.47,4347653.5,642362.5,1282734.5,70353.8,0.13,0.013000000000000001,2.1,1.98,20000526
600169,太原重工,工程机械,山西,0.0,242395.5,242395.5,2809777.75,2008618.0,485428.06,122943.21,0.51,-0.244,2.0,2.09,19980904
300360,炬华科技,电器仪表,浙江,29.68,11238.65,36267.75,161361.09,130017.67,7018.18,4472.0,0.12,0.35100000000000003,3.2,6.51,20140121
002348,高乐股份,文教休闲,广东,172.43,74115.63,94720.0,125262.45,55935.3,10834.83,990.65,0.01,0.024,1.29,6.47,20100203
000400,许继电气,电气设备,河南,76.15,73743.25,100832.72,1293444.0,1121870.13,98568.68,82976.49,0.82,0.109,6.25,2.65,19970418
600560,金自天正,电气设备,北京,126.54,22364.55,22364.55,167958.59,134545.73,14395.49,20672.05,0.92,0.065,3.24,5.11,20020919
002334,英威腾,电气设备,深圳,111.15,52937.01,74918.14,222828.38,166855.17,19366.14,30230.51,0.4,0.037000000000000005,2.27,3.62,20100113
601058,赛轮金宇,汽车配件,山东,22.51,221651.92,229393.7,1246761.25,481889.69,590688.81,103769.31,0.45,0.091,1.93,2.11,20110630
600365,通葡股份,红黄药酒,吉林,1049.46,40000.0,40000.0,90861.85,61942.51,13860.55,54790.86,1.37,0.006,1.72,7.1,20010115
600152,维科精华,纺织,浙江,0.0,29349.41,29349.41,124533.13,54869.63,37921.9,13650.35,0.47,-0.152,1.87,6.5,19980609
002292,奥飞娱乐,影视音像,广东,63.3,67373.04,130788.96,790159.5,334849.13,25237.35,146539.7,1.12,0.23,3.48,8.14,20090910
600017,日照港,港口,山东,38.44,307565.38,307565.38,1928232.0,280060.66,1032908.88,295582.47,0.96,0.052000000000000005,3.35,1.2,20061017
300043,星辉娱乐,文教休闲,广东,27.5,78949.35,124419.84,475796.34,113930.26,99275.7,4379.31,0.04,0.21600000000000003,1.76,6.75,20100120
601208,东材科技,化工原料,四川,93.16,61576.0,61576.0,316015.28,109903.06,169029.77,117011.17,1.9,0.043,3.58,2.21,20110520
300274,阳光电源,电气设备,安徽,37.13,83424.79,140684.94,1069425.25,920464.19,40513.87,355456.75,2.53,0.16,4.03,2.95,20111102
002391,长青股份,农药化肥,江苏,26.47,22041.66,35948.62,384967.34,167443.88,125062.8,162984.81,4.53,0.299,8.0,1.98,20100416
600376,首开股份,区域地产,北京,16.31,224201.25,257956.53,16142618.0,15024051.0,79376.25,766366.19,2.97,0.31,11.52,1.03,20010312
600626,申达股份,纺织,上海,52.43,71024.28,71024.28,502877.75,280960.13,103517.68,14215.2,0.2,0.113,3.3,3.59,19930107
000801,四川九洲,通信设备,四川,99.81,102280.65,102280.65,474355.06,406489.5,42123.98,29584.26,0.29,0.059000000000000004,2.18,5.41,19980506
002501,利源精制,铝,吉林,20.33,66979.35,95121.52,1107933.38,124943.6,334484.59,160884.77,1.69,0.29,4.51,2.61,20101117
600719,大连热电,供气供热,辽宁,58.43,40459.96,40459.96,125301.97,33847.34,69098.71,10217.32,0.25,0.067,1.83,4.25,19960716
000506,中润资源,区域地产,山东,905.01,92831.09,92901.77,337456.47,245477.47,41060.01,5149.33,0.06,0.004,1.63,4.78,19930312
600617,国新能源,供气供热,山西,21.6,22548.17,108466.36,1899428.38,374853.19,670510.31,95763.63,0.88,0.26899999999999996,3.37,3.45,19921013
002756,永兴特钢,特种钢,浙江,36.85,13785.75,36000.0,323902.06,220091.05,50678.4,82600.57,2.29,0.368,8.22,3.3,20150515
601799,星宇股份,汽车配件,江苏,33.63,23965.0,27615.51,344962.31,243186.3,79106.55,121754.07,4.41,0.625,8.74,4.81,20110201
002433,太安堂,中成药,广东,50.97,67497.39,77106.46,652202.56,429912.41,76942.97,295087.5,3.83,0.11199999999999999,5.82,1.96,20100618
601818,光大银行,银行,北京,5.35,3981036.0,4667909.5,376491200.0,0.0,1333300.0,3336500.0,0.71,0.33,4.49,0.84,20100818
000713,丰乐种业,种植业,安徽,0.0,29886.85,29887.59,187890.44,100151.25,35952.71,50490.98,1.69,-0.013999999999999999,4.55,2.48,19970422
002031,巨轮智能,汽车配件,广东,207.08,187185.69,219939.56,471509.06,328733.0,99946.24,3979.56,0.02,0.009000000000000001,1.33,2.81,20040816
600439,瑞贝卡,服饰,河南,46.09,94332.11,94332.11,421404.16,331386.19,49615.65,43712.67,0.46,0.081,2.41,3.09,20030710
000586,汇源通信,通信设备,四川,3225.45,19344.0,19344.0,50884.06,42506.65,3430.65,6385.05,0.33,0.003,1.2,18.53,19951220
300058,蓝色光标,广告包装,北京,31.64,142068.42,199887.98,1528524.0,643315.5,14061.99,146357.41,0.73,0.175,2.39,4.64,20100226
600855,航天长峰,专用机械,北京,449.4,33011.44,33161.73,167284.27,134800.56,5511.58,26077.32,0.79,0.033,2.57,11.38,19940425
600369,西南证券,证券,重庆,23.98,464510.91,564510.94,7905437.0,0.0,31762.25,785206.81,1.39,0.152,3.3,2.22,20010109
300244,迪安诊断,医疗保健,浙江,66.59,33083.23,55102.94,408489.81,206008.84,22161.32,85989.02,1.56,0.24600000000000002,3.61,9.07,20110719
002263,大 东 南,塑料,浙江,0.0,182221.27,187836.02,413542.0,113815.76,132890.84,83964.85,0.45,-0.01,1.55,2.35,20080728
002757,南兴装备,家居用品,广东,78.23,3663.44,10934.0,95238.18,54991.16,18692.7,35031.4,3.2,0.276,6.75,6.41,20150527
601636,旗滨集团,玻璃,湖南,30.91,247163.95,260833.95,1280135.63,278325.06,841195.0,134293.3,0.51,0.057999999999999996,2.11,1.7,20110812
600853,龙建股份,建筑施工,黑龙江,339.29,53680.76,53680.76,872210.38,758192.38,26355.96,10036.16,0.19,0.011000000000000001,1.48,4.85,19940404
300451,创业软件,软件服务,浙江,0.0,11668.88,21100.34,87520.84,64175.11,7550.13,25118.6,1.19,-0.015,2.89,13.63,20150514
600191,华资实业,食品,内蒙,279.86,48493.19,48493.19,248632.8,28874.96,11627.86,63235.65,1.3,0.026000000000000002,4.41,3.24,19981210
600079,人福医药,化学制药,湖北,31.58,105755.45,128604.9,2620012.75,1194211.63,447557.75,385277.31,3.0,0.332,6.43,3.26,19970606
600317,营口港,港口,辽宁,51.01,647298.31,647298.31,1633892.25,300985.59,1109935.63,155388.09,0.24,0.034,1.58,2.21,20020131
002253,川大智胜,软件服务,四川,260.59,19025.56,22562.6,145135.95,68220.11,44394.8,79114.05,3.51,0.06,5.58,5.6,20080623
600421,仰帆控股,机械基件,湖北,0.0,19560.0,19560.0,7685.02,2398.93,3894.28,19584.88,1.0,-0.004,0.02,842.43,20040607
000868,安凯客车,汽车整车,安徽,124.78,69556.15,69556.56,727276.38,559249.56,113757.5,38508.65,0.55,0.027999999999999997,1.85,3.72,19970725
300254,仟源医药,化学制药,山西,107.31,13735.4,20830.8,145692.22,56358.8,27680.05,47697.53,2.29,0.096,3.83,5.39,20110819
002653,海思科,化学制药,西藏,38.98,45224.48,108027.0,337746.56,148856.94,61529.42,2792.73,0.03,0.22,1.89,9.07,20120117
000429,粤高速Ａ,路桥,广东,14.18,46867.75,209080.59,1517558.88,183165.11,931528.63,250840.8,1.2,0.29,6.17,1.11,19980220
002579,中京电子,元器件,广东,26.17,35046.0,35046.0,126025.9,48553.71,63860.25,14640.12,0.42,0.261,2.09,6.56,20110506
300104,乐视网,互联网,北京,154.59,125055.35,198168.02,2485109.5,1293445.75,87311.8,121333.8,0.61,0.15,2.58,17.2,20100812
002244,滨江集团,区域地产,浙江,15.67,229546.0,311144.38,4820310.5,4424582.0,27728.55,233779.27,0.75,0.23,3.88,1.75,20080529
300534,陇神戎发,中成药,甘肃,113.26,2167.0,8667.0,63556.86,23870.9,3348.95,19291.0,2.23,0.284,6.62,9.73,20160913
601009,南京银行,银行,江苏,7.04,576393.06,605872.0,101524888.0,0.0,497798.19,1518646.25,2.51,0.72,8.98,1.13,20070719
300126,锐奇股份,轻工机械,上海,180.71,21047.3,30633.83,130941.0,88222.75,19993.75,47761.62,1.56,0.027999999999999997,3.41,2.97,20101013
601989,中国重工,船舶,北京,83.15,1795785.5,1836166.5,19079890.0,12890303.0,3231178.5,2388002.75,1.3,0.04,3.32,2.02,20091216
603123,翠微股份,百货,北京,57.84,36839.48,52414.42,520554.69,187987.95,208817.66,173578.56,3.31,0.087,5.49,1.83,20120503
300061,康耐特,医疗保健,上海,124.14,14423.55,25000.64,89562.0,56309.63,27127.1,5070.49,0.2,0.10800000000000001,1.87,14.3,20100319
600580,卧龙电气,电气设备,浙江,44.97,111052.72,128889.96,1544028.88,883353.5,309343.78,188715.45,1.46,0.111,3.91,2.55,20020606
601069,西部黄金,黄金,新疆,113.48,18975.0,63600.0,248220.27,59067.5,107221.17,50813.8,0.8,0.102,2.58,8.97,20150122
002308,威创股份,电脑设备,广东,97.81,83550.63,84735.75,275083.56,82453.11,45369.01,57872.63,0.68,0.084,2.66,6.18,20091127
002311,海大集团,饲料,广东,32.77,152776.84,154150.56,1015311.81,546212.5,286145.63,143670.22,0.93,0.249,3.3,4.95,20091127
002480,新筑股份,机械基件,四川,0.0,62635.57,64536.82,525021.44,286523.66,142940.27,144754.06,2.24,-0.065,3.52,3.7,20100921
600291,西水股份,保险,内蒙,1770.28,38400.0,109306.43,29191572.0,0.0,52314.87,595240.31,5.45,0.006,10.13,1.92,20000731
000425,徐工机械,工程机械,江苏,89.11,699356.56,700772.75,4375050.5,3278715.0,632273.94,330446.69,0.47,0.018000000000000002,2.9,1.11,19960828
000669,金鸿能源,供气供热,吉林,29.63,47852.6,48600.62,1039701.38,200823.59,415010.78,178997.97,3.68,0.271,7.96,2.02,19961210
300333,兆日科技,元器件,深圳,216.54,33089.51,33600.0,87043.46,58121.96,7121.68,38532.9,1.15,0.044000000000000004,2.51,7.66,20120628
300453,三鑫医疗,医疗保健,江西,106.27,6540.7,15872.0,60231.8,29172.5,15048.8,16244.6,1.02,0.121,3.37,7.6,20150515
600741,华域汽车,汽车配件,上海,8.21,258320.02,315272.41,9855287.0,6116349.5,1292841.63,1251325.13,3.97,0.972,11.06,1.44,19960826
600589,广东榕泰,塑料,广东,67.47,60173.0,70530.59,523755.41,255068.63,70155.68,129970.5,1.84,0.071,4.14,2.31,20010612
600515,海航基础,百货,海南,1908.71,42277.41,267207.13,408590.59,139584.81,135146.7,55741.23,0.21,0.02,2.1,6.04,20020806
600456,宝钛股份,小金属,陕西,0.0,43026.57,43026.57,708630.56,410236.09,266659.06,237071.52,5.51,-0.21,7.67,2.48,20020412
300315,掌趣科技,互联网,北京,31.52,180731.7,277087.5,1006108.13,248501.7,10659.42,408675.5,1.47,0.151,2.98,3.2,20120511
601899,紫金矿业,黄金,福建,63.42,1580380.38,2154074.25,8749433.0,2329779.25,2886585.75,717151.06,0.33,0.025,1.24,2.56,20080425
000966,长源电力,火力发电,湖北,11.49,110828.4,110828.4,886907.0,72889.68,692067.25,95768.46,0.86,0.276,3.05,2.08,20000316
002635,安洁科技,电脑设备,江苏,43.0,21157.21,38885.32,291375.19,161458.13,78800.21,125314.22,3.22,0.364,6.06,5.17,20111125
600873,梅花生物,食品,西藏,24.08,206169.05,310822.66,1732605.25,468071.59,1117506.13,224245.16,0.72,0.13,2.71,2.31,19950217
600895,张江高科,园区开发,上海,49.63,154868.95,154868.95,1731889.0,748669.38,28473.73,264697.41,1.71,0.188,4.91,3.8,19960422
600529,山东药玻,玻璃,山东,32.36,25738.0,25738.0,318937.25,176548.88,120561.15,58599.42,2.28,0.335,8.83,2.45,20020603
000598,兴蓉环境,水务,四川,19.65,298621.88,298621.88,1469663.5,245976.41,543406.44,177996.69,0.6,0.157,2.86,2.16,19960529
603099,长白山,旅游服务,吉林,0.0,10267.0,26667.0,87587.32,36033.85,19088.88,28555.84,1.07,-0.016,3.1,5.96,20140822
002447,壹桥股份,渔业,辽宁,330.96,58034.69,95245.2,316450.34,74497.86,195264.84,47029.37,0.49,0.013999999999999999,2.48,3.72,20100713
300354,东华测试,电器仪表,江苏,1267.2,6656.64,13837.01,37141.85,26010.82,6697.31,10644.82,0.77,0.011000000000000001,2.46,11.19,20120920
000507,珠海港,港口,广东,33.07,77214.38,78954.09,571521.63,127510.2,211922.27,78873.22,1.0,0.092,3.29,1.86,19930326
002733,雄韬股份,电气设备,深圳,75.1,10201.65,35011.32,235000.27,163146.7,24380.5,36161.81,1.03,0.19,4.01,6.08,20141203
002186,全 聚 德,酒店餐饮,北京,46.31,28128.5,30846.39,182527.02,92657.06,50125.15,53977.07,1.75,0.22899999999999998,4.47,4.75,20071120
000926,福星股份,区域地产,湖北,16.88,71088.28,94932.25,3997336.0,3299240.25,168980.91,299084.34,3.15,0.358,9.98,1.21,19990618
000504,*ST生物,出版业,湖南,0.0,31067.32,31157.39,10600.53,4615.03,3331.96,8512.57,0.27,-0.04,-0.09,-161.58,19921208
600638,新黄浦,区域地产,上海,52.22,56116.39,56116.39,1017271.38,773912.63,988.78,102758.4,1.83,0.14400000000000002,6.46,2.33,19930326
603222,济民制药,化学制药,浙江,187.11,11294.0,32000.0,85713.88,46950.23,17084.35,19973.96,0.62,0.04,2.26,6.63,20150217
300438,鹏辉能源,电气设备,广东,94.89,12484.41,25200.0,146820.56,93125.21,34305.9,25416.42,1.01,0.17300000000000001,3.4,9.68,20150424
600138,中青旅,旅游服务,北京,23.67,70271.82,72384.0,1048133.88,384952.41,256876.59,174960.81,2.42,0.44,6.8,3.06,19971203
600423,柳化股份,农药化肥,广西,0.0,39934.75,39934.75,457402.44,127074.88,302988.97,50930.59,1.28,-0.6,1.38,6.41,20030717
002697,红旗连锁,超市连锁,四川,39.14,73139.97,136000.0,366620.31,198362.42,108547.61,4374.31,0.03,0.075,1.57,3.74,20120905
300016,北陆药业,中成药,北京,58.65,25435.75,32599.32,106355.97,51731.5,18424.57,31564.23,0.97,0.174,2.88,7.07,20091030
000820,金城股份,造纸,辽宁,0.0,22087.56,28783.48,65203.16,21016.4,24652.4,48969.51,1.7,-0.153,0.81,35.69,19980630
002049,紫光国芯,元器件,河北,75.81,59646.0,60681.8,418645.75,205812.09,33925.89,62544.01,1.03,0.248,4.93,7.62,20050606
000797,中国武夷,全国地产,福建,108.02,42818.08,49979.8,1097386.63,1021848.5,18282.34,83272.68,1.67,0.09,4.13,4.19,19970715
601225,陕西煤业,煤炭开采,陕西,114.7,271000.0,1000000.0,8703749.0,1764930.38,2755736.25,738914.63,0.74,0.025,3.17,1.82,20140128
002441,众业达,批发业,广东,45.57,31477.94,54414.0,456465.5,369399.38,29843.03,186927.47,3.44,0.17,6.18,2.31,20100706
300147,香雪制药,中成药,广东,88.33,65990.95,66147.63,569935.38,257485.13,156587.22,213441.77,3.23,0.08,5.11,2.78,20101215
